Player,Pos,Age,Tm,G2019,GS,MP,FG,FGA,FGpct,3P,3PA,3Ppct,2P,2PA,2Ppct,eFGpct,FT,FTA,FTpct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,zAge,zGPlayed,zMP,zFG,zFGA,zFGpct,z3P,z3PA,z3Ppct,z2P,z2PA,z2Ppct,zeFGpct,zFT,zFTA,zFTpct,zTRB,zAST,zSTL,zBLK,zPTS,puntPctFV,puntASTFV
D.J. Wilson,PF,23,MIL,37,1,363,52,132,0.394,18,73,0.247,34,59,0.576,0.462,11,18,0.611,12,80,92,25,3,5,19,33,133,-0.62,-0.24,-0.83,-0.73,-0.69,-0.47,-0.56,-0.44,-0.34,-0.69,-0.73,0.56,-0.42,-0.68,-0.68,-0.46,-0.53,-0.64,-1.03,-0.59,-0.74,54.12,56.23
Justise Winslow,SF,23,MIA,11,5,352,50,129,0.388,6,27,0.222,44,102,0.431,0.411,18,27,0.667,16,57,73,44,7,5,24,38,124,-0.62,-1.38,-0.85,-0.75,-0.7,-0.52,-0.78,-0.76,-0.51,-0.6,-0.53,-0.61,-0.89,-0.6,-0.6,-0.2,-0.65,-0.47,-0.88,-0.59,-0.76,47.98,46.1
Christian Wood,PF,24,DET,62,12,1325,288,508,0.567,54,140,0.386,234,368,0.636,0.62,180,242,0.744,104,286,390,60,34,54,84,98,810,-0.38,0.87,0.49,0.82,0.47,1.11,0.09,0.02,0.62,1.01,0.68,1.05,1.05,1.23,1.36,0.17,1.28,-0.33,0.13,1.4,0.85,242.4,257.75
Delon Wright,SG,27,DAL,73,5,1570,190,411,0.462,47,127,0.37,143,284,0.504,0.519,77,100,0.77,70,210,280,244,85,22,73,93,504,0.35,1.36,0.83,0.17,0.17,0.15,-0.03,-0.07,0.51,0.24,0.3,-0.02,0.11,0.06,0.07,0.29,0.61,1.3,2.03,0.1,0.13,202,188.02
Justin Wright-Foreman,PG,22,UTA,4,0,45,7,20,0.35,2,10,0.2,5,10,0.5,0.4,3,4,0.75,0,5,5,7,2,0,3,5,19,-0.86,-1.69,-1.27,-1.03,-1.03,-0.87,-0.85,-0.88,-0.67,-0.93,-0.95,-0.05,-0.99,-0.77,-0.81,0.2,-1.06,-0.8,-1.07,-0.8,-1.01,7.22,6.92
Thaddeus Young,PF,31,CHI,64,16,1591,269,601,0.448,79,222,0.356,190,379,0.501,0.513,42,72,0.583,94,221,315,117,92,23,102,134,659,1.32,0.96,0.86,0.69,0.76,0.03,0.55,0.59,0.41,0.64,0.73,-0.04,0.05,-0.33,-0.19,-0.59,0.82,0.17,2.29,0.14,0.5,236.45,241.9
Trae Young,PG,21,ATL,60,60,2120,546,1249,0.437,205,568,0.361,341,681,0.501,0.519,481,559,0.86,32,223,255,560,65,8,289,104,1778,-1.11,0.78,1.59,2.51,2.75,-0.07,2.84,2.99,0.45,1.92,2.1,-0.04,0.11,4.63,4.25,0.72,0.46,4.09,1.28,-0.47,3.12,525.52,497.02
Cody Zeller,C,27,CHO,58,39,1341,251,479,0.524,18,75,0.24,233,404,0.577,0.543,122,179,0.682,160,251,411,88,40,25,75,140,642,0.35,0.69,0.51,0.57,0.38,0.72,-0.56,-0.43,-0.39,1.01,0.84,0.57,0.33,0.57,0.79,-0.12,1.4,-0.09,0.35,0.22,0.46,213.02,220.72
Tyler Zeller,C,30,SAS,2,0,4,1,4,0.25,0,0,0,1,4,0.25,0.25,0,0,0,3,1,4,0,0,0,0,0,2,1.08,-1.78,-1.33,-1.07,-1.08,-1.78,-0.89,-0.95,-2.04,-0.97,-0.98,-2.08,-2.39,-0.81,-0.84,-3.34,-1.06,-0.86,-1.14,-0.8,-1.04,1.3,1.4
Ante Žižić,C,23,CLE,22,0,221,41,72,0.569,0,0,0,41,72,0.569,0.569,14,19,0.737,18,48,66,6,7,5,10,27,96,-0.62,-0.9,-1.03,-0.8,-0.87,1.13,-0.89,-0.95,-2.04,-0.63,-0.67,0.51,0.57,-0.65,-0.67,0.14,-0.69,-0.81,-0.88,-0.59,-0.82,31.83,33.5
Ivica Zubac,C,22,LAC,72,70,1326,236,385,0.613,0,2,0,236,383,0.616,0.613,124,166,0.747,197,346,543,82,16,66,61,168,596,-0.86,1.31,0.49,0.48,0.09,1.53,-0.89,-0.93,-2.04,1.03,0.75,0.89,0.98,0.59,0.67,0.18,2.2,-0.14,-0.54,1.88,0.35,211.02,220.6
